0.10,0.70,0.79,0.5,-0.2,-0.9
0.10,1.51,1.60,-0.5,0.0,-1.5
0.10,2.04,2.03,-0.3,0.0,-0.9
0.10,2.27,2.21,0.1,-0.0,-0.6
0.10,2.21,2.20,-0.1,0.1,-1.1
0.10,2.11,2.14,-0.0,-0.1,-1.0
0.10,2.03,2.04,0.0,0.0,-0.7
0.10,1.97,1.97,0.0,-0.0,-1.0
0.10,1.96,1.95,-0.3,-0.0,-1.1
0.10,1.93,1.95,-0.0,-0.0,-0.9
0.10,1.94,2.00,-0.2,-0.1,-1.0
0.10,1.96,1.97,-0.1,0.0,-1.2
0.10,1.94,2.00,-0.1,-0.1,-0.9
0.10,1.97,1.95,-0.1,0.1,-1.0
0.10,1.96,1.98,0.1,-0.0,-0.8
0.10,1.91,1.91,-0.2,-0.0,-1.0
0.10,1.92,1.93,-0.1,-0.0,-1.1
0.10,1.90,1.93,-0.1,-0.1,-1.1
0.10,1.88,1.90,-0.2,0.0,-1.2
0.10,1.89,1.93,-0.2,0.0,-1.1
0.10,1.85,1.93,-0.3,-0.1,-1.0
0.10,1.84,1.88,-0.1,0.1,-0.9
0.10,1.82,1.88,-0.1,-0.0,-1.1
0.10,1.82,1.84,-0.2,-0.1,-0.9
0.10,1.84,1.82,-0.2,0.0,-1.1
0.10,1.84,1.85,-0.2,-0.1,-1.1
0.10,1.85,1.86,-0.0,-0.0,-0.7
0.10,1.86,1.86,-0.1,0.0,-1.0
0.10,1.87,1.88,-0.2,-0.1,-1.0
0.10,1.88,1.87,-0.2,0.1,-1.0
0.10,1.87,1.84,-0.2,0.0,-1.0
0.10,1.83,1.87,-0.3,0.0,-1.1
0.10,1.80,1.84,-0.1,-0.0,-0.8
0.10,1.83,1.84,-0.3,0.0,-1.0
0.10,1.82,1.84,-0.4,0.0,-1.3
0.10,1.86,1.82,-0.1,0.1,-1.0
0.10,1.86,1.82,-0.1,0.0,-0.9
0.10,1.86,1.85,-0.3,-0.1,-1.0
0.10,1.88,1.85,-0.5,0.1,-1.2
0.10,1.88,1.85,-0.1,-0.0,-1.0
0.10,1.93,1.86,0.2,0.2,-0.6
0.10,1.88,1.83,-0.1,0.1,-1.1
0.10,1.87,1.83,-0.4,0.0,-1.2
0.10,1.87,1.84,0.1,0.1,-0.8
0.10,1.83,1.82,0.1,0.2,-1.2
0.10,1.82,1.82,0.1,0.0,-0.9
0.10,1.87,1.88,0.2,0.2,-0.8
0.10,1.91,1.89,-0.4,0.1,-1.2
0.10,1.90,1.90,-0.1,-0.1,-0.9
0.10,1.84,1.86,-0.2,-0.0,-0.9
0.10,1.50,1.54,-0.2,0.0,-1.0
0.10,1.02,1.08,-0.1,0.0,-1.0
0.10,0.64,0.67,-0.1,-0.0,-1.0
0.10,0.44,0.49,-0.1,0.0,-1.0
0.10,0.27,0.31,-0.1,0.0,-1.0
0.10,0.19,0.21,-0.1,0.0,-1.0
0.10,0.12,0.14,-0.1,0.0,-1.0
0.10,0.08,0.09,-0.1,0.0,-1.0
0.10,0.05,0.06,-0.1,0.0,-1.0
0.10,0.03,0.04,-0.1,0.0,-1.0
0.10,0.02,0.02,-0.1,0.0,-1.0
0.10,0.01,0.02,-0.1,0.0,-1.0
0.10,0.01,0.01,-0.1,0.0,-1.0
0.10,0.01,0.01,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0
