0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.15,0.83
0.15,0.83
0.15,0.83
0.15,0.83
0.15,0.83
0.15,0.83
0.67,2.29
0.67,2.29
0.67,2.29
0.67,2.29
0.67,2.29
0.67,2.29
1.11,1.46
1.11,1.46
1.11,1.46
1.11,1.46
1.11,1.46
1.11,1.46
1.28,1.67
1.28,1.67
1.28,1.67
1.28,1.67
1.28,1.67
1.28,1.67
1.50,2.08
1.50,2.08
1.50,2.08
1.50,2.08
1.50,2.08
1.50,2.08
1.67,1.88
1.67,1.88
1.67,1.88
1.67,1.88
1.67,1.88
1.67,1.88
1.79,2.08
1.79,2.08
1.79,2.08
1.79,2.08
1.79,2.08
1.79,2.08
2.01,2.71
2.01,2.71
2.01,2.71
2.01,2.71
2.01,2.71
2.01,2.71
2.23,2.50
2.23,2.50
2.23,2.50
2.23,2.50
2.23,2.50
2.23,2.50
2.29,2.29
2.29,2.29
2.29,2.29
2.29,2.29
2.29,2.29
2.29,2.29
2.33,2.50
2.33,2.50
2.33,2.50
2.33,2.50
2.33,2.50
2.33,2.50
2.39,2.50
2.39,2.50
2.39,2.50
2.39,2.50
2.39,2.50
2.39,2.50
2.55,3.13
2.55,3.13
2.55,3.13
2.55,3.13
2.55,3.13
2.55,3.13
2.64,2.50
2.64,2.50
2.64,2.50
2.64,2.50
2.64,2.50
2.64,2.50
2.59,2.50
2.59,2.50
2.59,2.50
2.59,2.50
2.59,2.50
2.59,2.50
2.60,2.71
2.60,2.71
2.60,2.71
2.60,2.71
2.60,2.71
2.60,2.71
2.64,2.71
2.64,2.71
2.64,2.71
2.64,2.71
2.64,2.71
2.64,2.71
2.63,2.50
2.63,2.50
2.63,2.50
2.63,2.50
2.63,2.50
2.63,2.50
2.66,2.92
2.66,2.92
2.66,2.92
2.66,2.92
2.66,2.92
2.66,2.92
2.75,2.92
2.75,2.92
2.75,2.92
2.75,2.92
2.75,2.92
2.75,2.92
2.81,2.92
2.81,2.92
2.81,2.92
2.81,2.92
2.81,2.92
2.81,2.92
2.85,2.92
2.85,2.92
2.85,2.92
2.85,2.92
2.85,2.92
2.85,2.92
2.87,2.92
2.87,2.92
2.87,2.92
2.87,2.92
2.87,2.92
2.87,2.92
2.89,2.92
2.89,2.92
2.89,2.92
2.89,2.92
2.89,2.92
2.89,2.92
2.90,2.92
2.90,2.92
2.90,2.92
2.90,2.92
2.90,2.92
2.90,2.92
3.02,3.54
3.02,3.54
3.02,3.54
3.02,3.54
3.02,3.54
3.02,3.54
3.17,3.33
3.17,3.33
3.17,3.33
3.17,3.33
3.17,3.33
3.17,3.33
3.23,3.33
3.23,3.33
3.23,3.33
3.23,3.33
3.23,3.33
3.23,3.33
3.35,3.75
3.35,3.75
3.35,3.75
3.35,3.75
3.35,3.75
3.35,3.75
3.46,3.54
3.46,3.54
3.46,3.54
3.46,3.54
3.46,3.54
3.46,3.54
3.60,4.17
3.60,4.17
3.60,4.17
3.60,4.17
3.60,4.17
3.60,4.17
3.73,3.75
3.73,3.75
3.73,3.75
3.73,3.75
3.73,3.75
3.73,3.75
3.78,3.96
3.78,3.96
3.78,3.96
3.78,3.96
3.78,3.96
3.78,3.96
3.84,3.96
3.84,3.96
3.84,3.96
3.84,3.96
3.84,3.96
3.84,3.96
3.92,4.17
3.92,4.17
3.92,4.17
3.92,4.17
3.92,4.17
3.92,4.17
3.98,3.96
3.98,3.96
3.98,3.96
3.98,3.96
3.98,3.96
3.98,3.96
4.05,4.38
4.05,4.38
4.05,4.38
4.05,4.38
4.05,4.38
4.05,4.38
4.13,4.17
4.13,4.17
4.13,4.17
4.13,4.17
4.13,4.17
4.13,4.17
4.14,4.17
4.14,4.17
4.14,4.17
4.14,4.17
4.14,4.17
4.14,4.17
4.15,4.17
4.15,4.17
4.15,4.17
4.15,4.17
4.15,4.17
4.15,4.17
4.16,4.17
4.16,4.17
4.16,4.17
4.16,4.17
4.16,4.17
4.16,4.17
4.20,4.38
4.20,4.38
4.20,4.38
4.20,4.38
4.20,4.38
4.20,4.38
4.26,4.38
4.26,4.38
4.26,4.38
4.26,4.38
4.26,4.38
4.26,4.38
4.34,4.58
4.34,4.58
4.34,4.58
4.34,4.58
4.34,4.58
4.34,4.58
4.43,4.58
4.43,4.58
4.43,4.58
4.43,4.58
4.43,4.58
4.43,4.58
4.41,4.17
4.41,4.17
4.41,4.17
4.41,4.17
4.41,4.17
4.41,4.17
4.44,4.79
4.44,4.79
4.44,4.79
4.44,4.79
4.44,4.79
4.44,4.79
4.57,4.79
4.57,4.79
4.57,4.79
4.57,4.79
4.57,4.79
4.57,4.79
4.69,5.00
4.69,5.00
4.69,5.00
4.69,5.00
4.69,5.00
4.69,5.00
4.76,4.79
4.76,4.79
4.76,4.79
4.76,4.79
4.76,4.79
4.76,4.79
4.77,4.79
4.77,4.79
4.77,4.79
4.77,4.79
4.77,4.79
4.77,4.79
4.82,5.00
4.82,5.00
4.82,5.00
4.82,5.00
4.82,5.00
4.82,5.00
4.92,5.21
4.92,5.21
4.92,5.21
4.92,5.21
4.92,5.21
4.92,5.21
5.07,5.42
5.07,5.42
5.07,5.42
5.07,5.42
5.07,5.42
5.07,5.42
5.16,5.21
5.16,5.21
5.16,5.21
5.16,5.21
5.16,5.21
5.16,5.21
5.21,5.42
5.21,5.42
5.21,5.42
5.21,5.42
5.21,5.42
5.21,5.42
5.29,5.42
5.29,5.42
5.29,5.42
5.29,5.42
5.29,5.42
5.29,5.42
5.34,5.42
5.34,5.42
5.34,5.42
5.34,5.42
5.34,5.42
5.34,5.42
5.33,5.21
5.33,5.21
5.33,5.21
5.33,5.21
5.33,5.21
5.33,5.21
5.36,5.63
5.36,5.63
5.36,5.63
5.36,5.63
5.36,5.63
5.36,5.63
5.42,5.42
5.42,5.42
5.42,5.42
5.42,5.42
5.42,5.42
5.42,5.42
5.42,5.42
5.42,5.42
5.42,5.42
5.42,5.42
5.42,5.42
5.42,5.42
5.46,5.63
5.46,5.63
5.46,5.63
5.46,5.63
5.46,5.63
5.46,5.63
5.52,5.63
5.52,5.63
5.52,5.63
5.52,5.63
5.52,5.63
5.52,5.63
5.60,5.83
5.60,5.83
5.60,5.83
5.60,5.83
5.60,5.83
5.60,5.83
5.64,5.63
5.64,5.63
5.64,5.63
5.64,5.63
5.64,5.63
5.64,5.63
5.64,5.63
5.64,5.63
5.64,5.63
5.64,5.63
5.64,5.63
5.64,5.63
5.71,6.04
5.71,6.04
5.71,6.04
5.71,6.04
5.71,6.04
5.71,6.04
5.79,5.83
5.79,5.83
5.79,5.83
5.79,5.83
5.79,5.83
5.79,5.83
5.81,5.83
5.81,5.83
5.81,5.83
5.81,5.83
5.81,5.83
5.81,5.83
5.86,6.04
5.86,6.04
5.86,6.04
5.86,6.04
5.86,6.04
5.86,6.04
5.92,6.04
5.92,6.04
5.92,6.04
5.92,6.04
5.92,6.04
5.92,6.04
5.97,6.04
5.97,6.04
5.97,6.04
5.97,6.04
5.97,6.04
5.97,6.04
5.99,6.04
5.99,6.04
5.99,6.04
5.99,6.04
5.99,6.04
5.99,6.04
6.01,6.04
6.01,6.04
6.01,6.04
6.01,6.04
6.01,6.04
6.01,6.04
6.10,6.46
6.10,6.46
6.10,6.46
6.10,6.46
6.10,6.46
6.10,6.46
6.19,6.25
6.19,6.25
6.19,6.25
6.19,6.25
6.19,6.25
6.19,6.25
6.21,6.25
6.21,6.25
6.21,6.25
6.21,6.25
6.21,6.25
6.21,6.25
6.19,6.04
6.19,6.04
6.19,6.04
6.19,6.04
6.19,6.04
6.19,6.04
6.17,6.25
6.17,6.25
6.17,6.25
6.17,6.25
6.17,6.25
6.17,6.25
6.24,6.46
6.24,6.46
6.24,6.46
6.24,6.46
6.24,6.46
6.24,6.46
6.28,6.25
6.28,6.25
6.28,6.25
6.28,6.25
6.28,6.25
