0.10,0.78,0.68,-0.0,0.2,-1.1
0.10,1.44,1.42,-0.3,-0.2,-0.7
0.10,1.96,1.88,-0.3,-0.0,-1.1
0.10,2.20,2.13,-0.1,-0.1,-1.2
0.10,2.26,2.20,-0.2,-0.1,-0.9
0.10,2.20,2.12,-0.3,0.0,-1.4
0.10,2.13,2.07,-0.3,-0.1,-1.0
0.10,2.01,2.01,-0.3,0.0,-1.1
0.10,1.96,1.96,-0.1,-0.0,-0.9
0.10,1.95,1.96,-0.1,-0.0,-0.9
0.10,1.93,1.95,-0.2,0.1,-1.1
0.10,1.96,1.96,-0.2,-0.1,-1.2
0.10,1.95,1.93,-0.6,0.1,-1.5
0.10,1.93,1.94,-0.3,-0.1,-1.0
0.10,1.94,1.95,-0.1,-0.0,-1.1
0.10,1.94,1.96,-0.2,-0.1,-1.0
0.10,1.95,1.95,-0.2,-0.1,-1.2
0.10,1.95,1.96,-0.2,0.0,-1.1
0.10,1.89,1.95,-0.2,-0.0,-1.2
0.10,1.87,1.90,-0.1,-0.0,-1.0
0.10,1.83,1.90,-0.2,-0.1,-1.1
0.10,1.89,1.92,-0.2,0.1,-1.2
0.10,1.87,1.94,-0.3,0.0,-1.4
0.10,1.89,1.95,-0.4,-0.1,-1.2
0.10,1.87,1.90,-0.1,0.0,-1.0
0.10,1.79,1.84,-0.3,-0.0,-0.9
0.10,1.72,1.77,-0.2,0.3,-1.1
0.10,1.63,1.66,0.1,-0.1,-1.1
0.10,1.62,1.61,0.3,-0.2,-0.9
0.10,1.64,1.62,0.3,-0.2,-1.0
0.10,1.71,1.70,-0.2,0.1,-1.1
0.10,1.75,1.76,-0.1,0.3,-1.1
0.10,1.76,1.78,0.2,-0.1,-1.1
0.10,1.79,1.81,0.1,0.3,-1.3
0.10,1.79,1.81,0.3,0.0,-1.2
0.10,1.84,1.83,0.0,-0.2,-0.9
0.10,1.90,1.91,-0.2,0.0,-1.1
0.10,2.01,2.01,-0.3,-0.2,-1.0
0.10,2.08,2.07,-0.1,0.0,-1.0
0.10,2.08,2.06,-0.3,-0.0,-1.1
0.10,2.04,2.01,-0.3,0.0,-1.0
0.10,2.03,1.98,-0.3,-0.1,-1.1
0.10,2.03,1.98,-0.2,0.0,-1.0
0.10,1.97,1.97,-0.2,-0.2,-0.8
0.10,1.95,1.92,-0.3,-0.0,-1.2
0.10,1.92,1.91,-0.3,0.1,-1.1
0.10,1.89,1.87,-0.6,0.1,-1.3
0.10,1.88,1.86,-0.0,0.0,-1.0
0.10,1.85,1.89,-0.1,0.1,-1.1
0.10,1.41,1.46,-0.1,0.0,-0.9
0.10,0.97,1.01,-0.1,0.0,-1.0
0.10,0.60,0.63,-0.1,0.0,-1.0
0.10,0.41,0.42,-0.1,0.0,-1.0
0.10,0.25,0.26,-0.1,0.0,-1.0
0.10,0.17,0.18,-0.1,0.0,-1.0
0.10,0.12,0.12,-0.1,0.0,-1.0
0.10,0.07,0.07,-0.1,0.0,-1.0
0.10,0.05,0.05,-0.1,-0.0,-1.0
0.10,0.03,0.03,-0.1,0.0,-1.0
0.10,0.02,0.02,-0.1,0.0,-1.0
0.10,0.01,0.01,-0.1,-0.0,-1.0
0.10,0.01,0.01,-0.1,0.0,-1.0
0.10,0.01,0.01,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
0.10,0.00,0.00,-0.1,-0.0,-1.0
